type_species,Species,Author,Subspecies,Common_name,Familyetc,sp#,changes
,Kinosternon oaxacae,BERRY & IVERSON 1980,,"E: Oaxaca Mud Turtle
S: Casquito de Oaxaca","Kinosternidae (Kinosterninae), Kinosternoidea, Testudines (turtles)",15060,
x,Kinosternon scorpioides,(LINNAEUS 1766),"Kinosternon scorpioides scorpioides (LINNAEUS 1766)
Kinosternon scorpioides abaxillare (BAUR 1925)
Kinosternon scorpioides albogulare (DUMÉRIL & BOCOURT 1870)
Kinosternon scorpioides cruentatum DUMÉRIL, BIBRON & DUMÉRIL 1851","E: Scorpion Mud Turtle
abaxillare: Central Chiapas Mud Turtle
cruentatum: Red-cheeked Mud Turtle
S: Tortuga Escorpión
Portuguese: Cabeçudinho, Cágado, Jurará, Muçuã, Peito-de-Mola","Kinosternidae (Kinosterninae), Kinosternoidea, Testudines (turtles)",15061,
,Kinosternon sonoriense,LE CONTE 1854,"Kinosternon sonoriense longifemorale IVERSON 1981
Kinosternon sonoriense sonoriense LE CONTE 1854","E: Sonoran Mud Turtle
longifemorale: Sonoyta Mud Turtle
sonoriense: Sonoran Mud Turtle
S: Casquito de Sonora","Kinosternidae (Kinosterninae), Kinosternoidea, Testudines (turtles)",15062,
,Kinosternon steindachneri,SIEBENROCK 1906,,E: Florida Mud Turtle,"Kinosternidae (Kinosterninae), Kinosternoidea, Testudines (turtles)",21084,
,Kinosternon stejnegeri,HARTWEG 1938,,"E: Arizona Mud Turtle
S: Casquito de Arizona","Kinosternidae (Kinosterninae), Kinosternoidea, Testudines (turtles)",15049,
,Kinosternon subrubrum,BONNATERRE 1789,"Kinosternon subrubrum subrubrum (BONNATERRE 1789)
Kinosternon subrubrum hippocrepis GRAY 1856","Eastern Mud Turtle, Common Mud Turtle
subrubrum: Eastern Mud Turtle
hippocrepis: Mississippi Mud Turtle
steindachneri: Florida Mud Turtle","Kinosternidae (Kinosterninae), Kinosternoidea, Testudines (turtles)",15063,
,Kinosternon vogti,"LÓPEZ-LUNA, CUPUL-MAGAÑA, ESCOBEDO-GALVÁN, GONZÁLEZ-HERNÁNDEZ, CENTENERO-ALCALÁ, RANGEL-MENDOZA, RAMÍREZ-RAMÍREZ & CAZARES-HERNÁNDEZ 2018",,"E: Vallarta Mud Turtle
S: Casquito de Vallarta","Kinosternidae (Kinosterninae), Kinosternoidea, Testudines (turtles)",21478,
,Kinyongia adolfifriderici,(STERNFELD 1912),,E: Ituri chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15064,
,Kinyongia asheorum,"NECAS, SINDACO, KORENÝ, KOPECNÁ, MALONZA & MODRÝ 2009",,"E: Mount-Nyiro Bearded Chameleon
G: Mount-Nyiro-Chamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15065,
,Kinyongia boehmei,(LUTZMANN & NECAS 2002),,"E: Böhme’s two-horned chamaeleon
G: Böhmes Dreihornchamäleon, Taita-Zweihornchamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15066,
,Kinyongia carpenteri,(PARKER 1929),,E: Carpenter’s chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15067,
,Kinyongia excubitor,(BARBOUR 1911),,E: Mt Kenya hornless chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15068,
x,Kinyongia fischeri,(REICHENOW 1887),,"E: English common name not available
G: Fischers Chamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15069,
,Kinyongia gyrolepis,"GREENBAUM, TOLLEY, JOMA & KUSAMBA 2012",,E: Circular-scaled Chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15070,
,Kinyongia itombwensis,"HUGHES, KUSAMBA, BEHANGANA & GREENBAUM 2017",,E: Itombwe forest chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",21066,
,Kinyongia magomberae,"MENEGON, TOLLEY, JONES, ROVERO, MARSHALL & TILBURY 2009",,E: Magombera chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15071,
,Kinyongia matschiei,(WERNER 1895),,"E: Matschie’s two-horned chamaeleon
G: Matschies Zweihornchamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15072,
,Kinyongia msuyae,"MENEGON, LOADER , DAVENPORT, HOWELL, TILBURY, MACHAGA & TOLLEY 2015",,E: Msuya’s Forest Chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",20350,
,Kinyongia multituberculata,(NIEDEN 1913),,"E: West Usambara two-horned chamaeleon
G: West-Usambara-Zweihornchamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15073,
,Kinyongia mulyai,TILBURY & TOLLEY 2015,,,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",20150,
,Kinyongia oxyrhina,(KLAVER & BÖHME 1988),,E: Rednose Dwarf Chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15074,
,Kinyongia rugegensis,"HUGHES, KUSAMBA, BEHANGANA & GREENBAUM 2017",,E: Rugege Highlands forest chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",21060,
,Kinyongia tavetana,(STEINDACHNER 1891),,"E: Kilimanjaro two-horned chamaeleon
G: Kilimanjaro Zweihornchamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15075,
,Kinyongia tenuis,(MATSCHIE 1892),,"E: Matschie's Dwarf Chameleon, Usambara soft-horned chameleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15076,
,Kinyongia tolleyae,"HUGHES, KUSAMBA, BEHANGANA & GREENBAUM 2017",,E: Tolley’s forest chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",21063,
,Kinyongia uluguruensis,(LOVERIDGE 1957),,"E: Uluguru two-horned chamaeleon
G: Uluguru Zweihornchamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15077,
,Kinyongia uthmoelleri,(MÜLLER 1938),"Kinyongia uthmoelleri uthmoelleri MÜLLER 1938
Kinyongia uthmoelleri artytor LUTZMANN, STIPALA, LADEMANN, KRAUSE, WILMS & SCHMITZ 2010",E: Uthmöller‘s Chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15078,
,Kinyongia vanheygeni,NECAS 2009,,E: Poroto Single-horned chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15079,
,Kinyongia vosseleri,(NIEDEN 1913),,"E: English common name not available
G: Fischers Chamäleon","Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15080,
,Kinyongia xenorhina,(BOULENGER 1901),,E: Strange-horned chameleon,"Chamaeleonidae, Sauria, Iguania, Squamata (lizards)",15081,
x,Kladirostratus acutus,(GÜNTHER 1888),"Kladirostratus acutus acutus (GÜNTHER 1888)
Kladirostratus acutus jappi (BROADLEY 1971)","E: Striped Beaked Snake, Beaked skaapstekker","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",17839,
,Kladirostratus togoensis,(MATSCHIE 1893),,E: Northern sharp-nosed Skaapsteker,"Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20170,
x,Kolekanos plumicauda,(HAACKE 2008),,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",15082,changed name
x,Kualatahan pahangensis,(TWEEDIE 1946),,"E: Pahang Mud Snake, Pahang Water Snake
G: Pahang-Wassertrugnatter","Homalopsidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15084,
x,Kuniesaurus albiauris,"SADLIER, DEUSS, BAUER & JOURDAN 2019",,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",21931,
x,Lacerta agilis,LINNAEUS 1758,"Lacerta agilis agilis LINNAEUS 1758
Lacerta agilis argus (LAURENTI 1768)
Lacerta agilis boemica SUCHOW 1929
Lacerta agilis bosnica SCHREIBER 1912
Lacerta agilis brevicaudata PETERS 1958
Lacerta agilis chersonensis ANDRZEJOWSKI 1832
Lacerta agilis exigua EICHWALD 1831
Lacerta agilis grusinica PETERS 1960
Lacerta agilis ioriensis PETERS & MUSKHELISCHWILI 1968
Lacerta agilis mzymtensis TUNIYEV & TUNIYEV 2008
Lacerta agilis tauridica SUCHOW 1926","E: Sand Lizard
G: Zauneidechse
NL: Zandhagedis
Croatian: livadna gušterica
Russian: Прыткая ящерица
Chinese: 捷蜥蜴 ","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",15085,
,Lacerta bilineata,DAUDIN 1802,"Lacerta bilineata bilineata DAUDIN 1802
Lacerta bilineata chloronota RAFINESQUE-SCHMALTZ 1810","E: Western Green Lizard
G: Westliche Smaradgeidechse
Croatian: zapadnomediteranski zelembać","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",15086,
,Lacerta citrovittata,WERNER 1938,,"E: Tinos Green lizard
G: Tinos-Riesensmaragdeidechse","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",22379,
,Lacerta diplochondrodes,WETTSTEIN 1952,"Lacerta diplochondrodes diplochondrodes WETTSTEIN 1952
Lacerta diplochondrodes cariensis PETERS 1964
Lacerta diplochondrodes dobrogica FUHN & MERTENS 1959
Lacerta diplochondrodes galatiensis PETERS 1964","E: Rhodos Green lizard
G: Rhodos-Riesensmaragdeidechse","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",22378,
,Lacerta media,LANTZ & CYRÉN 1920,"Lacerta media ciliciensis SCHMIDTLER 1975
Lacerta media isaurica SCHMIDTLER 1975
Lacerta media israelica PETERS 1964
Lacerta media media LANTZ & CYRÉN 1920
Lacerta media wolterstorffi MERTENS 1922","G: Östliche Riesensmaragdeidechse
Russian: Cредняя ящерица ","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",15087,
,Lacerta pamphylica,SCHMIDTLER 1975,,,"Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",15089,
,Lacerta schreiberi,BEDRIAGA 1878,,"E: Iberian Emerald Lizard
G: Iberische Smaragdeidechse
D: Spaanse Smaragdhagedis","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",15090,
,Lacerta strigata,EICHWALD 1831,,"E: Caucusus Emerald Lizard, Five-Streaked Lizard, Caspian Green Lizard
G: Streifensmarageidechse
Russian: Полосатая ящерица","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",15091,
,Lacerta trilineata,BEDRIAGA 1886,"Lacerta trilineata hansschweizeri MÜLLER 1935
Lacerta trilineata major BOULENGER 1887
Lacerta trilineata polylepidota WETTSTEIN 1952
Lacerta trilineata trilineata BEDRIAGA 1886   ","E: Balkan Emerald Lizard, Balkan Green lizard
G: Riesensmaragdeidechse
Croatian: mediteranski zelembać","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",15092,
,Lacerta viridis,(LAURENTI 1768),"Lacerta viridis guentherpetersi RYKENA, NETTMANN & MAYER 2001
Lacerta viridis meridionalis CYRÉN 1933
Lacerta viridis viridis (LAURENTI 1768)","E: European Green Lizard, Eastern Green Lizard
G: Smaragdeidechse
Croatian: zelembać","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",15093,
,Lacertaspis chriswildi,(BÖHME & SCHMITZ 1996),,E: Chris-Wild’s Snake-eyed skink,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",15094,
,Lacertaspis gemmiventris,(SJÖSTEDT 1897),,E: Sjostedt's Five-toed Skink,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",15095,
,Lacertaspis lepesmei,(ANGEL 1940),,E: Angel's Five-toed Skink,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",15096,
x,Lacertaspis reichenowii,(PETERS 1874),,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",15097,changed name
,Lacertaspis rohdei,(MÜLLER 1910),,E: Gaboon Lidless Skink,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",15098,
x,Lacertoides pardalis,"SADLIER, SHEA & BAUER 1997",,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",15099,
,Lachesis acrochorda,(GARCIA 1896),,"S: Verrugosa, Guascama","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15100,
,Lachesis melanocephala,SOLÓRZANO & CERDAS 1986,,"E: Black-headed bushmaster
G: Schwarzkopf-Buschmeister","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15101,
x,Lachesis muta,(LINNAEUS 1766),,"E: South American Bushmaster
G: Südamerikanischer Buschmeister
rhombeata: Atlantic Forest bushmaster
NL: Bosmeester
Portuguese: Bico-de-Jaca, Cobra-Topete, Cuiama-Pina, Daya, Pico-de-Jaca, Surucucu, Surucucu-Bico-de-Jaca, Surucucu-Cospe-Fogo, Surucucu-de-Fogo, Surucucu-Pico-de-Jaca, Surucucu-Rabo-de-Mucura, Surucucutinga, Surucutinga, Verrugosa","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15102,
,Lachesis stenophrys,COPE 1875,,E: Central American bushmaster,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15103,
,Laemanctus julioi,MCCRANIE 2018,,E: Julio’s Casquehead Iguana,"Corytophanidae, Iguania, Sauria, Squamata (lizards)",21687,
x,Laemanctus longipes,WIEGMANN 1834,"Laemanctus longipes longipes WIEGMANN 1834
Laemanctus longipes deborrei BOULENGER 1877","E: Eastern Casquehead Iguana
S: Cutete Policía","Corytophanidae, Iguania, Sauria, Squamata (lizards)",15104,
,Laemanctus serratus,COPE 1864,"Laemanctus serratus alticoronatus COPE 1866
Laemanctus serratus serratus COPE 1864","E: Serrated Casquehead Iguana
S: Lemancto Coronado","Corytophanidae, Iguania, Sauria, Squamata (lizards)",15105,
,Laemanctus waltersi,SCHMIDT 1933,,E: Walters’ Casquehead Iguana,"Corytophanidae, Iguania, Sauria, Squamata (lizards)",21796,
x,Lakigecko aaronbaueri,TORKI 2020,,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",22731,
,Lamprolepis leucosticta,(MÜLLER 1923),,,"Scincidae, Lygosominae, Scincoidea, Sauria, Squamata (lizards)",15106,
,Lamprolepis nieuwenhuisii,(LIDTH DE JEUDE 1905),,E: Nieuwenhuis' Skink,"Scincidae, Lygosominae, Scincoidea, Sauria, Squamata (lizards)",15107,
x,Lamprolepis smaragdina,(LESSON 1829),"Lamprolepis smaragdina acutirostre (OUDEMANS 1894)
Lamprolepis smaragdina philippinica (MERTENS 1928)
Lamprolepis smaragdina smaragdina (LESSON 1826)
Lamprolepis smaragdina viridipuncta (LESSON 1830)
Lamprolepis smaragdina moluccarum (BARBOUR 1911)
Lamprolepis smaragdina perviridis BARBOUR 1921","E: Emerald Skink, Green Tree Skink
G: Smaragdgrüner Glanzskink, Philippinischer Smaragdskink","Scincidae, Lygosominae, Scincoidea, Sauria, Squamata (lizards)",15108,
,Lampropeltis abnorma,(BOCOURT 1886),,"E: Honduran milk snake
G: Pazifik-Dreiecksnatter [oligozona]
G: Honduras-Dreiecksnatter [hondurensis]
S: Falsa Coralillo de Guatemala","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15110,
,Lampropeltis alterna,(BROWN 1901),,"E: Grey-banded Kingsnake
G: Graugebänderte Königsnatter
S: Culebra Real Gris","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15111,
,Lampropeltis annulata,KENNICOTT 1860,,"E: Mexican Milksnake
S: Falsa Coralillo Añillada","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15112,
,Lampropeltis californiae,(BLAINVILLE 1835),,"E: California Kingsnake (including the Black Desert Kingsnake, C. g. nigrita)
S: Barila de California","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15113,
,Lampropeltis calligaster,(HARLAN 1827),"Lampropeltis calligaster calligaster (HARLAN 1827)
Lampropeltis calligaster occipitolineata PRICE 1987
Lampropeltis calligaster rhombomaculata (HOLBROOK 1840)","calligaster: Prairie Kingsnake
occipitolineata: South Florida Mole Kingsnake
rhombomaculata: Mole Kingsnake, Mole snake","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15114,
,Lampropeltis catalinensis,(VAN DENBURGH & SLEVIN 1921),,E: Santa Catalina Kingsnake,"Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",21183,
,Lampropeltis elapsoides,(HOLBROOK 1838),,"E: Scarlet Kingsnake, Scarlet Milksnake","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15115,
,Lampropeltis extenuata,(BROWN 1890),,"E: Short-tailed Snake
G: Kurzschwanznatter","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15116,
,Lampropeltis gentilis,(BAIRD & GIRARD 1853),,"E: Mexican Milksnake [annulata]
E: Central Plains Milksnake [gentilis]
E: Pale Milksnake [multistriata]
E: Utah Milksnake [taylori]
E: New Mexico Milksnake [celaenops]
S: Barila","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15117,
x,Lampropeltis getula,(LINNAEUS 1766),,"E: Common Kingsnake
floridana: Florida Kingsnake
getula: Eastern Kingsnake
G: Ketten-Königsnatter","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15118,
,Lampropeltis greeri,(WEBB 1961),,"E: Greer’s Kingsnake
S: Culebra Real de Greer","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",21355,
,Lampropeltis holbrooki,STEJNEGER 1902,,E: Speckled Kingsnake,"Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15119,
,Lampropeltis knoblochi,TAYLOR 1940,,"E: Madrean Mountain Kingsnake, Chihuahuan Mountain Kingsnake, Knobloch's mountain kingsnake
S: Culebra Real de Chihuahua","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15120,
,Lampropeltis leonis,(GÜNTHER 1893),,E: Mexican Kingsnake,"Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",21354,
,Lampropeltis mexicana,(GARMAN 1884),,"E: Mexican Kingsnake
S: Culebra Real Roja","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15121,
,Lampropeltis micropholis,COPE 1860,,"E: Ecuadorian Milksnake
S: Falsa coral interandina","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15122,
,Lampropeltis nigra,(YARROW 1882),,E: Black Kingsnake,"Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15123,
,Lampropeltis polyzona,COPE 1860,,"Atlantic Central American Milksnake
nelsoni: G: Nelsons Dreiecksnatter
S: Culebra Real Escarlata","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15124,
,Lampropeltis pyromelana,(COPE 1866),"Lampropeltis pyromelana infralabialis TANNER 1953
Lampropeltis pyromelana pyromelana (COPE 1866)","Arizona Mountain Kingsnake, Sonoran Mountain Kingsnake
pyromelana: Arizona Mountain Kingsnake, Huachuca Mountain Kingsnake
infralabialis: Utah Mountain Kingsnake
G: Arizona-Bergkönigsnatter [pyromelana]
G: Chihuahua-Bergkönigsnatter [knoblochi]
G: Utah-Bergkönigsnatter [infralabialis]
G: Huachua-Bergkönigsnatter [woodini]","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15125,
,Lampropeltis ruthveni,BLANCHARD 1920,,"E: Ruthvens Kingsnake
G: Ruthvens Königsnatter
S: Culebra Real de Ruthven","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15126,
,Lampropeltis splendida,(BAIRD & GIRARD 1853),,"E: Desert Kingsnake
S: Barila de Desierto ","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15127,
,Lampropeltis triangulum,(LACÉPÈDE 1789),"
","E: Eastern Milksnake
amaura: Louisiana Milksnake
syspila: Red Milksnake
G: Rote Königsnatter, Milchschlange, (Östliche) Dreiecksnatter","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15128,
,Lampropeltis webbi,"BRYSON, DIXON & LAZCANO 2005",,,"Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15129,
,Lampropeltis zonata,(LOCKINGTON 1835),,"E: California Mountain Kingsnake
multicincta: Sierra Mountain Kingsnake
multifasciata: Coast Mountain Kingsnake
parvirubra: San Bernardino Mountain Kingsnake
pulchra: San Diego Mountain Kingsnake
zonata: St. Helena Mountain Kingsnake
G: Bergkönigsnatter, Korallen-Königsnatter","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15130,
,Lamprophis abyssinicus,MOCQUARD 1906,,E: Ethiopian (or Abyssinian) House Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15131,
x,Lamprophis aurora,(LINNAEUS 1758),,"E: Aurora House Snake
G: Aurora-Hausschlange","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15132,
,Lamprophis erlangeri,(STERNFELD 1908),,,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15133,
,Lamprophis fiskii,BOULENGER 1887,,"E: Fisk's House Snake
G: Fisk-Hausschlange","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15134,
,Lamprophis fuscus,BOULENGER 1893,,"E: Yellow-bellied House Snake
G: Gelbbauch-Hausschlange","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15135,
,Lamprophis geometricus,(SCHLEGEL 1837),,E: Seychelles House Snake,"Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15136,
,Lamprophis guttatus,(SMITH 1843),,"E: Spotted Rock Snake, Spotted House Snake","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",15137,
